scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,infect_percent,replicate,ofi
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,9,1645006849
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,10,1645006850
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,1,1645006851
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,2,1645006852
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,3,1645006853
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,4,1645006854
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,5,1645006855
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,6,1645006856
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,7,1645006857
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,8,1645006858
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,9,1645006859
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,10,1645006860
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,1,1645006861
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,2,1645006862
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,3,1645006863
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,4,1645006864
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,5,1645006865
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,6,1645006866
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,7,1645006867
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,8,1645006868
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,9,1645006869
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,10,1645006870
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,1,1645006871
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,2,1645006872
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,3,1645006873
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,4,1645006874
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,5,1645006875
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,6,1645006876
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,7,1645006877
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,8,1645006878
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,9,1645006879
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,10,1645006880
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,1,1645006881
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,2,1645006882
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,3,1645006883
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,4,1645006884
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,5,1645006885
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,6,1645006886
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,7,1645006887
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,8,1645006888
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,9,1645006889
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,10,1645006890
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,1,1645006891
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,2,1645006892
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,3,1645006893
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,4,1645006894
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,5,1645006895
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,6,1645006896
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,7,1645006897
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,8,1645006898
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,9,1645006899
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,10,1645006900
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,1,1645006901
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,2,1645006902
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,3,1645006903
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,4,1645006904
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,5,1645006905
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,6,1645006906
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,7,1645006907
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,8,1645006908
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,9,1645006909
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,10,1645006910
