scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,infect_percent,replicate,ofi
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,1,1644682189
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,2,1644682190
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,3,1644682191
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,4,1644682192
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,5,1644682193
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,6,1644682194
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,7,1644682195
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,8,1644682196
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,9,1644682197
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,10,1644682198
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,1,1644682199
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,2,1644682200
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,3,1644682201
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,4,1644682202
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,5,1644682203
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,6,1644682204
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,7,1644682205
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,8,1644682206
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,9,1644682207
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,10,1644682208
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,1,1644682209
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,2,1644682210
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,3,1644682211
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,4,1644682212
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,5,1644682213
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,6,1644682214
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,7,1644682215
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,8,1644682216
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,9,1644682217
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,10,1644682218
