scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,infect_percent,replicate,ofi
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,3,1644500219
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,4,1644500220
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,5,1644500221
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,6,1644500222
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,7,1644500223
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,8,1644500224
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,9,1644500225
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.025,1,2,TRUE,10,1644500226
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,1,1644500227
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,2,1644500228
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,3,1644500229
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,4,1644500230
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,5,1644500231
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,6,1644500232
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,7,1644500233
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,8,1644500234
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,9,1644500235
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,TRUE,10,1644500236
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,1,1644500237
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,2,1644500238
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,3,1644500239
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,4,1644500240
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,5,1644500241
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,6,1644500242
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,7,1644500243
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,8,1644500244
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,9,1644500245
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,TRUE,10,1644500246
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,1,1644500247
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,2,1644500248
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,3,1644500249
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,4,1644500250
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,5,1644500251
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,6,1644500252
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,7,1644500253
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,8,1644500254
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,9,1644500255
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,TRUE,10,1644500256
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,1,1644500257
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,2,1644500258
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,3,1644500259
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,4,1644500260
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,5,1644500261
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,6,1644500262
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,7,1644500263
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,8,1644500264
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,9,1644500265
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,TRUE,10,1644500266
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,1,1644500267
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,2,1644500268
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,3,1644500269
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,4,1644500270
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,5,1644500271
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,6,1644500272
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,7,1644500273
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,8,1644500274
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,9,1644500275
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,TRUE,10,1644500276
