scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,vertical,infect_percent,mProb,mSize,replicate,ofi
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,2,1655124825
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,3,1655124826
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,4,1655124827
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,5,1655124828
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,6,1655124829
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,7,1655124830
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,8,1655124831
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,9,1655124832
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,10,1655124833
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,1,1655124834
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,2,1655124835
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,3,1655124836
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,4,1655124837
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,5,1655124838
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,6,1655124839
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,7,1655124840
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,8,1655124841
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,9,1655124842
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,10,1655124843
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,1,1655124844
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,2,1655124845
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,3,1655124846
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,4,1655124847
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,5,1655124848
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,6,1655124849
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,7,1655124850
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,8,1655124851
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,9,1655124852
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.025,1,2,FALSE,TRUE,0.01,0.01,10,1655124853
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,1,1655124854
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,2,1655124855
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,3,1655124856
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,4,1655124857
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,5,1655124858
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,6,1655124859
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,7,1655124860
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,8,1655124861
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,9,1655124862
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.05,1,2,FALSE,TRUE,0.01,0.01,10,1655124863
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,1,1655124864
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,2,1655124865
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,3,1655124866
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,4,1655124867
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,5,1655124868
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,6,1655124869
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,7,1655124870
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,8,1655124871
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,9,1655124872
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.075,1,2,FALSE,TRUE,0.01,0.01,10,1655124873
