scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,infect_percent,vertical,mProb,mSize,replicate,ofi
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,4,1655292002
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,5,1655292003
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,6,1655292004
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,7,1655292005
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,8,1655292006
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,9,1655292007
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,10,FALSE,FALSE,0.01,0.01,10,1655292008
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,1,1655292009
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,2,1655292010
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,3,1655292011
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,4,1655292012
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,5,1655292013
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,6,1655292014
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,7,1655292015
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,8,1655292016
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,9,1655292017
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,10,FALSE,FALSE,0.01,0.01,10,1655292018
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,1,1655292019
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,2,1655292020
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,3,1655292021
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,4,1655292022
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,5,1655292023
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,6,1655292024
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,7,1655292025
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,8,1655292026
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,9,1655292027
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,10,FALSE,FALSE,0.01,0.01,10,1655292028
