scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,multithreaded,dispersal,vertical,infect_percent,mProb,mSize,spillover_rate,replicate,seed
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600828
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,1,1675600829
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,2,1675600830
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,3,1675600831
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,4,1675600832
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,5,1675600833
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,6,1675600834
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,7,1675600835
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,8,1675600836
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,9,1675600837
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600838
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,1,1675600839
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,2,1675600840
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,3,1675600841
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,4,1675600842
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,5,1675600843
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,6,1675600844
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,7,1675600845
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,8,1675600846
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,9,1675600847
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600848
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,1,1675600849
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,2,1675600850
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,3,1675600851
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,4,1675600852
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,5,1675600853
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,6,1675600854
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,7,1675600855
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,8,1675600856
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,9,1675600857
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600858
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,1,1675600859
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,2,1675600860
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,3,1675600861
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,4,1675600862
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,5,1675600863
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,6,1675600864
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,7,1675600865
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,8,1675600866
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,9,1675600867
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600868
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,1,1675600869
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,2,1675600870
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,3,1675600871
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,4,1675600872
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,5,1675600873
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,6,1675600874
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,7,1675600875
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,8,1675600876
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,9,1675600877
1,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,FALSE,2,FALSE,FALSE,0.01,0.01,0,10,1675600878
