scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,infect_percent,replicate,ofi
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,1,1644500151
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,2,1644500152
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,3,1644500153
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,4,1644500154
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,5,1644500155
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,6,1644500156
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,7,1644500157
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,8,1644500158
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,9,1644500159
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.1,1,2,FALSE,10,1644500160
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,1,1644500161
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,2,1644500162
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,3,1644500163
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,4,1644500164
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,5,1644500165
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,6,1644500166
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,7,1644500167
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,8,1644500168
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,9,1644500169
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.25,1,2,FALSE,10,1644500170
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,1,1644500171
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,2,1644500172
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,3,1644500173
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,4,1644500174
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,5,1644500175
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,6,1644500176
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,7,1644500177
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,8,1644500178
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,9,1644500179
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,20,0.05,20,0.5,1,2,FALSE,10,1644500180
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,1,1644500181
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,2,1644500182
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,3,1644500183
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,4,1644500184
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,5,1644500185
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,6,1644500186
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,7,1644500187
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,8,1644500188
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,9,1644500189
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,10,1644500190
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,1,1644500191
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,2,1644500192
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,3,1644500193
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,4,1644500194
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,5,1644500195
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,6,1644500196
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,7,1644500197
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,8,1644500198
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,9,1644500199
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.25,1,2,FALSE,10,1644500200
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,1,1644500201
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,2,1644500202
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,3,1644500203
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,4,1644500204
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,5,1644500205
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,6,1644500206
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,7,1644500207
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,8,1644500208
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,9,1644500209
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.5,1,2,FALSE,10,1644500210
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,1,1644500211
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,2,1644500212
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,3,1644500213
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,4,1644500214
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,5,1644500215
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,6,1644500216
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,7,1644500217
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,8,1644500218
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,9,1644500219
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.1,1,2,FALSE,10,1644500220
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,1,1644500221
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,2,1644500222
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,3,1644500223
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,4,1644500224
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,5,1644500225
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,6,1644500226
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,7,1644500227
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,8,1644500228
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,9,1644500229
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.25,1,2,FALSE,10,1644500230
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,1,1644500231
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,2,1644500232
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,3,1644500233
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,4,1644500234
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,5,1644500235
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,6,1644500236
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,7,1644500237
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,8,1644500238
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,9,1644500239
2,500,1800,60,60,1,100,5000,3000,1,1,1,5,100,0.05,20,0.5,1,2,FALSE,10,1644500240
