scenario,popsize,nItems,landsize,nClusters,clusterSpread,tmax,genmax,g_patho_init,range_food,range_agents,range_move,handling_time,regen_time,pTransmit,initialInfections,costInfect,nThreads,dispersal,vertical,infect_percent,mProb,mSize,spillover_rate,replicate,ofi
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,1,1655908170
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,2,1655908171
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,3,1655908172
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,4,1655908173
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,5,1655908174
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,6,1655908175
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,7,1655908176
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,8,1655908177
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,9,1655908178
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.05,10,1655908179
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.1,1,1655908180
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.1,2,1655908181
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.1,3,1655908182
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.1,4,1655908183
3,500,1800,60,60,1,100,5000,3000,1,1,1,5,50,0.05,20,0.1,1,2,FALSE,TRUE,0.01,0.01,0.1,5,1655908184
