gen,social_strat,N,mean_move,mean_assoc,mean_intake,prop_infec,repl,cost,regen,local,infect_percent,prop,gen_bin,gen_abs
2065,non-handler tracking,8,31.75,7511.25,14.3759994506836,0,4,0.25,50,1,0,0.016,2000,-1000
2065,handler tracking,2,55,11469.5,9.00099945068359,0,4,0.25,50,1,0,0.004,2000,-1000
2070,agent tracking,494,20.0647773279352,41999.9412955466,16.3937120012909,0,4,0.25,50,1,0,0.988,2000,-1000
2070,handler tracking,1,62,43,8.00099945068359,0,4,0.25,50,1,0,0.002,2000,-1000
2070,non-handler tracking,5,16.4,88,17.4009994506836,0,4,0.25,50,1,0,0.01,2000,-1000
2075,agent tracking,495,18.7414141414141,42997.397979798,16.6474640971482,0,4,0.25,50,1,0,0.99,2000,-1000
2075,handler tracking,4,47.5,7440.25,11.0009996891022,0,4,0.25,50,1,0,0.008,2000,-1000
2075,non-handler tracking,1,25,82,16.0009994506836,0,4,0.25,50,1,0,0.002,2000,-1000
2080,agent tracking,485,18.0432989690722,41750.606185567,16.7989375950135,0,4,0.25,50,1,0,0.97,2000,-1000
2080,handler tracking,9,53.4444444444445,2739.66666666667,9.88988844553629,0,4,0.25,50,1,0,0.018,2000,-1000
2080,non-handler tracking,6,79.5,5173,4.16766652680235,0,4,0.25,50,1,0,0.012,2000,-1000
2085,agent tracking,494,18.5161943319838,42726.9514170041,16.6933071439565,0,4,0.25,50,1,0,0.988,2000,-1000
2085,non-handler tracking,1,40,18276,12.0009994506836,0,4,0.25,50,1,0,0.002,2000,-1000
2085,handler tracking,5,43.8,4861.4,11.8009994506836,0,4,0.25,50,1,0,0.01,2000,-1000
2090,agent tracking,495,19.3434343434343,42312.4525252525,16.5201913698755,0,4,0.25,50,1,0,0.99,2000,-1000
2090,handler tracking,4,19.25,4277,16.7509994506836,0,4,0.25,50,1,0,0.008,2000,-1000
2090,non-handler tracking,1,55,20355,9.00099945068359,0,4,0.25,50,1,0,0.002,2000,-1000
2095,agent tracking,489,19.5685071574642,42414.063394683,16.497931966021,0,4,0.25,50,1,0,0.978,2000,-1000
2095,handler tracking,10,30,15592.6,14.5009994983673,0,4,0.25,50,1,0,0.02,2000,-1000
2095,non-handler tracking,1,70,3971,6.00099992752075,0,4,0.25,50,1,0,0.002,2000,-1000
2100,agent tracking,485,19.6329896907217,41602.4288659794,16.4979066671784,0,4,0.25,50,1,0,0.97,2100,-900
2100,handler tracking,8,26.375,6466.625,15.3759995698929,0,4,0.25,50,1,0,0.016,2100,-900
2100,non-handler tracking,7,53.1428571428572,13216,9.57242815835135,0,4,0.25,50,1,0,0.014,2100,-900
2105,agent tracking,490,20.2061224489796,41828.5448979592,16.3765096547652,0,4,0.25,50,1,0,0.98,2100,-900
2105,handler tracking,8,31.625,1755.75,14.1259995102882,0,4,0.25,50,1,0,0.016,2100,-900
2105,non-handler tracking,1,50,19106,10.0009994506836,0,4,0.25,50,1,0,0.002,2100,-900
2105,agent avoiding,1,24,107,16.0009994506836,0,4,0.25,50,1,0,0.002,2100,-900
2110,agent tracking,489,19.9672801635992,42059.245398773,16.3977274670435,0,4,0.25,50,1,0,0.978,2100,-900
2110,handler tracking,10,35,4464.4,13.500999546051,0,4,0.25,50,1,0,0.02,2100,-900
2110,non-handler tracking,1,70,9954,6.00099992752075,0,4,0.25,50,1,0,0.002,2100,-900
2115,agent tracking,487,18.6160164271047,42216.1540041068,16.6601370276856,0,4,0.25,50,1,0,0.974,2100,-900
2115,handler tracking,8,20.125,8542.25,16.2509995102882,0,4,0.25,50,1,0,0.016,2100,-900
2115,non-handler tracking,5,55.8,15823.8,9.20099964141846,0,4,0.25,50,1,0,0.01,2100,-900
2120,agent tracking,480,23.0645833333333,41288.25,15.9239161173503,0,4,0.25,50,1,0,0.96,2100,-900
2120,handler tracking,18,47.1111111111111,6819.44444444445,10.834332920501,0,4,0.25,50,1,0,0.036,2100,-900
2120,non-handler tracking,2,32,13641.5,14.0009994506836,0,4,0.25,50,1,0,0.004,2100,-900
2125,agent tracking,476,31.7310924369748,40496.1512605042,13.9988986113492,0,4,0.25,50,1,0,0.952,2100,-900
2125,handler tracking,18,31.6666666666667,86.8333333333333,13.945443895128,0,4,0.25,50,1,0,0.036,2100,-900
2125,non-handler tracking,6,38.3333333333333,3050.33333333333,12.667666276296,0,4,0.25,50,1,0,0.012,2100,-900
2130,agent tracking,472,31.0868644067797,38805.9915254237,14.2509994518475,0,4,0.25,50,1,0,0.944,2100,-900
2130,handler tracking,27,52.5925925925926,403.592592592593,9.77877741485524,0,4,0.25,50,1,0,0.054,2100,-900
2130,non-handler tracking,1,44,35243,12.0009994506836,0,4,0.25,50,1,0,0.002,2100,-900
2135,agent tracking,496,21.0645161290323,42228.6512096774,16.2046284829417,0,4,0.25,50,1,0,0.992,2100,-900
2135,handler tracking,3,24,80,15.3343327840169,0,4,0.25,50,1,0,0.006,2100,-900
2135,non-handler tracking,1,54,2658,10.0009994506836,0,4,0.25,50,1,0,0.002,2100,-900
2140,agent tracking,492,19.3008130081301,42388.9491869919,16.5680726214153,0,4,0.25,50,1,0,0.984,2100,-900
2140,handler tracking,5,27.4,20994.4,15.0009994506836,0,4,0.25,50,1,0,0.01,2100,-900
2140,non-handler tracking,3,37,5212.66666666667,12.6676661173503,0,4,0.25,50,1,0,0.006,2100,-900
2145,agent tracking,491,19.6924643584521,42702.6741344196,16.4673945626999,0,4,0.25,50,1,0,0.982,2100,-900
2145,non-handler tracking,2,16,15292.5,17.5009994506836,0,4,0.25,50,1,0,0.004,2100,-900
2145,handler tracking,7,38,12088.1428571429,12.7152853693281,0,4,0.25,50,1,0,0.014,2100,-900
2150,agent tracking,489,19.560327198364,42327.0695296524,16.5224718433216,0,4,0.25,50,1,0,0.978,2100,-900
2150,non-handler tracking,3,50.6666666666667,15177.6666666667,10.3343329429626,0,4,0.25,50,1,0,0.006,2100,-900
2150,handler tracking,8,27.375,13920.5,15.0009994506836,0,4,0.25,50,1,0,0.016,2100,-900
2155,agent tracking,481,20.1309771309771,41441.1476091476,16.4833279340034,0,4,0.25,50,1,0,0.962,2100,-900
2155,handler tracking,15,39.9333333333333,21923.7333333333,12.4676661857637,0,4,0.25,50,1,0,0.03,2100,-900
2155,agent avoiding,1,95,20,1.00100004673004,0,4,0.25,50,1,0,0.002,2100,-900
2155,non-handler tracking,3,69.3333333333333,10064,6.33433310190837,0,4,0.25,50,1,0,0.006,2100,-900
2160,agent tracking,481,21.5675675675676,42191.2723492724,16.1382135878977,0,4,0.25,50,1,0,0.962,2100,-900
2160,handler tracking,15,32.6,14731.8,13.9343328158061,0,4,0.25,50,1,0,0.03,2100,-900
2160,non-handler tracking,4,46.5,7108.5,11.0009995698929,0,4,0.25,50,1,0,0.008,2100,-900
2165,agent tracking,481,22.1538461538462,41296.8253638254,15.9926834423676,0,4,0.25,50,1,0,0.962,2100,-900
2165,handler tracking,14,32.0714285714286,2175.78571428571,14.2152851649693,0,4,0.25,50,1,0,0.028,2100,-900
2165,non-handler tracking,5,66,10512.2,7.20099973678589,0,4,0.25,50,1,0,0.01,2100,-900
2170,agent tracking,488,19.4631147540984,42182.6700819672,16.5071469916672,0,4,0.25,50,1,0,0.976,2100,-900
2170,non-handler tracking,8,36.875,1475.625,13.0009995698929,0,4,0.25,50,1,0,0.016,2100,-900
2170,handler tracking,4,58,12012.75,8.75099956989288,0,4,0.25,50,1,0,0.008,2100,-900
2175,agent tracking,490,22.5857142857143,42342.587755102,15.9785504720649,0,4,0.25,50,1,0,0.98,2100,-900
2175,non-handler tracking,9,22.5555555555556,955.555555555556,15.8898883925544,0,4,0.25,50,1,0,0.018,2100,-900
2175,handler tracking,1,60,20712,8.00099945068359,0,4,0.25,50,1,0,0.002,2100,-900
2180,agent tracking,490,20.3775510204082,42645.6428571429,16.429570879255,0,4,0.25,50,1,0,0.98,2100,-900
2180,non-handler tracking,7,23.4285714285714,1274.42857142857,15.7152851649693,0,4,0.25,50,1,0,0.014,2100,-900
2180,handler tracking,3,73.3333333333333,14142.3333333333,5.66766659418742,0,4,0.25,50,1,0,0.006,2100,-900
2185,agent tracking,478,22.7029288702929,40887.2866108787,15.8775684883405,0,4,0.25,50,1,0,0.956,2100,-900
2185,non-handler tracking,21,44.9047619047619,6585.95238095238,11.2867138499305,0,4,0.25,50,1,0,0.042,2100,-900
2185,handler tracking,1,49,21563,11.0009994506836,0,4,0.25,50,1,0,0.002,2100,-900
2190,agent tracking,487,19.7515400410678,42433.1190965092,16.4342643377472,0,4,0.25,50,1,0,0.974,2100,-900
2190,non-handler tracking,10,45.2,870.6,11.400999546051,0,4,0.25,50,1,0,0.02,2100,-900
2190,handler tracking,3,50,9880.33333333333,10.667666276296,0,4,0.25,50,1,0,0.006,2100,-900
2195,agent tracking,489,19.8936605316973,42264.3026584867,16.4038624363687,0,4,0.25,50,1,0,0.978,2100,-900
2195,handler tracking,4,31.25,28073.25,14.0009994506836,0,4,0.25,50,1,0,0.008,2100,-900
2195,non-handler tracking,7,27.8571428571429,2713.71428571429,14.7152851649693,0,4,0.25,50,1,0,0.014,2100,-900
2200,agent tracking,488,19.4897540983607,42251.4713114754,16.541983057241,0,4,0.25,50,1,0,0.976,2200,-800
2200,non-handler tracking,9,45.8888888888889,2723.66666666667,11.112110681004,0,4,0.25,50,1,0,0.018,2200,-800
2200,handler tracking,3,61.3333333333333,13248.3333333333,8.33433310190837,0,4,0.25,50,1,0,0.006,2200,-800
2205,agent tracking,492,17.719512195122,42666.4044715447,16.8241701823909,0,4,0.25,50,1,0,0.984,2200,-800
2205,handler tracking,7,59,11460.2857142857,8.57242829459054,0,4,0.25,50,1,0,0.014,2200,-800
2205,non-handler tracking,1,95,2396,1.00100004673004,0,4,0.25,50,1,0,0.002,2200,-800
2210,agent tracking,488,19.672131147541,42211.2172131148,16.5337863359295,0,4,0.25,50,1,0,0.976,2200,-800
2210,non-handler tracking,7,49.8571428571429,3992.28571428571,10.4295710939748,0,4,0.25,50,1,0,0.014,2200,-800
2210,handler tracking,5,44.4,7887.6,11.6009996414185,0,4,0.25,50,1,0,0.01,2200,-800
2215,agent tracking,482,23.2302904564315,41522.7531120332,15.8433231021359,0,4,0.25,50,1,0,0.964,2200,-800
2215,non-handler tracking,8,44.75,5675,11.5009996294975,0,4,0.25,50,1,0,0.016,2200,-800
2215,handler tracking,8,46.125,483.25,11.2509995698929,0,4,0.25,50,1,0,0.016,2200,-800
2215,agent avoiding,2,42.5,65,11.5009994506836,0,4,0.25,50,1,0,0.004,2200,-800
2220,agent tracking,480,26.3604166666667,41124.8083333333,15.2155827840169,0,4,0.25,50,1,0,0.96,2200,-800
2220,non-handler tracking,14,29.7857142857143,147.642857142857,14.358142375946,0,4,0.25,50,1,0,0.028,2200,-800
2220,agent avoiding,1,13,88,18.0009994506836,0,4,0.25,50,1,0,0.002,2200,-800
2220,handler tracking,5,55,8003.2,9.40099954605103,0,4,0.25,50,1,0,0.01,2200,-800
2225,agent tracking,478,23.7928870292887,41091.1443514644,15.6181542643942,0,4,0.25,50,1,0,0.956,2200,-800
2225,handler tracking,14,43.0714285714286,2898.42857142857,11.7152852723292,0,4,0.25,50,1,0,0.028,2200,-800
2225,non-handler tracking,8,41.25,8264,12.2509995698929,0,4,0.25,50,1,0,0.016,2200,-800
2230,agent tracking,481,23.6860706860707,41127.4324324324,15.6829121325963,0,4,0.25,50,1,0,0.962,2200,-800
2230,handler tracking,10,40,1368.4,12.3009995533037,0,4,0.25,50,1,0,0.02,2200,-800
2230,non-handler tracking,9,36.5555555555556,13940.1111111111,13.3343328899807,0,4,0.25,50,1,0,0.018,2200,-800
2235,agent tracking,483,21.3540372670807,41003.2194616977,16.1252230544021,0,4,0.25,50,1,0,0.966,2200,-800
2235,non-handler tracking,11,41.8181818181818,15508.1818181818,11.910090489821,0,4,0.25,50,1,0,0.022,2200,-800
2235,handler tracking,5,49.6,1448,10.6009996652603,0,4,0.25,50,1,0,0.01,2200,-800
2235,agent avoiding,1,19,87,17.0009994506836,0,4,0.25,50,1,0,0.002,2200,-800
2240,agent tracking,482,23.4771784232365,41402.0622406639,15.7873065046255,0,4,0.25,50,1,0,0.964,2200,-800
2240,agent avoiding,3,23.3333333333333,79.3333333333333,15.6676661173503,0,4,0.25,50,1,0,0.006,2200,-800
2240,non-handler tracking,7,29.2857142857143,5307.71428571429,14.7152852330889,0,4,0.25,50,1,0,0.014,2200,-800
2240,handler tracking,8,62.625,9029.5,7.62599975777266,0,4,0.25,50,1,0,0.016,2200,-800
2245,agent tracking,468,26.9529914529915,40387.2307692308,15.0309139827909,0,4,0.25,50,1,0,0.936,2200,-800
2245,handler tracking,9,30.4444444444444,12585,14.4454439481099,0,4,0.25,50,1,0,0.018,2200,-800
2245,non-handler tracking,21,49.2857142857143,5800.61904761905,10.4771900914964,0,4,0.25,50,1,0,0.042,2200,-800
2245,agent avoiding,2,35,67,13.5009994506836,0,4,0.25,50,1,0,0.004,2200,-800
2250,agent tracking,460,27.05,39229.0608695652,15.1031733647637,0,4,0.25,50,1,0,0.92,2200,-800
2250,handler tracking,15,50.0666666666667,3969.46666666667,10.3343329160086,0,4,0.25,50,1,0,0.03,2200,-800
2250,non-handler tracking,25,45.12,1714.12,11.440999572794,0,4,0.25,50,1,0,0.05,2200,-800
2255,agent tracking,454,37.5462555066079,38711.1850220264,12.8203827149564,0,4,0.25,50,1,0,0.908,2200,-800
2255,handler tracking,23,40.7391304347826,81.4782608695652,12.2183908172276,0,4,0.25,50,1,0,0.046,2200,-800
2255,non-handler tracking,23,44.2608695652174,9935.60869565217,11.5227386899616,0,4,0.25,50,1,0,0.046,2200,-800
2260,agent tracking,455,35.9978021978022,38611.0153846154,13.0471532968374,0,4,0.25,50,1,0,0.91,2200,-800
2260,handler tracking,26,42.6923076923077,66.5384615384615,11.8086918658183,0,4,0.25,50,1,0,0.052,2200,-800
2260,non-handler tracking,19,50,7396.68421052632,10.3694206615297,0,4,0.25,50,1,0,0.038,2200,-800
2265,agent tracking,461,36.8590021691974,39123.5292841649,12.9337543344808,0,4,0.25,50,1,0,0.922,2200,-800
2265,non-handler tracking,11,40.0909090909091,1316,12.4555449919267,0,4,0.25,50,1,0,0.022,2200,-800
2265,handler tracking,28,35.3571428571429,629.714285714286,13.2867137874876,0,4,0.25,50,1,0,0.056,2200,-800
2270,agent tracking,459,35.6535947712418,38626.3507625272,13.2341149211709,0,4,0.25,50,1,0,0.918,2200,-800
2270,non-handler tracking,9,52.5555555555556,5854.88888888889,9.8898884668403,0,4,0.25,50,1,0,0.018,2200,-800
2270,handler tracking,31,41,1377.09677419355,12.2590640152977,0,4,0.25,50,1,0,0.062,2200,-800
2270,agent avoiding,1,40,87,13.0009994506836,0,4,0.25,50,1,0,0.002,2200,-800
2275,handler tracking,28,38.0357142857143,3199.60714285714,12.8581423785363,0,4,0.25,50,1,0,0.056,2200,-800
2275,agent tracking,461,33.1301518438178,38695.169197397,13.7298497781319,0,4,0.25,50,1,0,0.922,2200,-800
2275,non-handler tracking,11,54.5454545454546,328.454545454545,9.36463603765746,0,4,0.25,50,1,0,0.022,2200,-800
2280,agent tracking,466,35.3948497854077,39416.5407725322,13.1426303529944,0,4,0.25,50,1,0,0.932,2200,-800
2280,handler tracking,24,35.25,1935.95833333333,13.3343328038851,0,4,0.25,50,1,0,0.048,2200,-800
2280,non-handler tracking,10,38.2,936.3,12.800999546051,0,4,0.25,50,1,0,0.02,2200,-800
2285,handler tracking,15,42.6666666666667,68.6666666666667,12.0009995142619,0,4,0.25,50,1,0,0.03,2200,-800
2285,agent tracking,476,29.9096638655462,40213.4558823529,14.4694868468938,0,4,0.25,50,1,0,0.952,2200,-800
2285,non-handler tracking,9,49.4444444444445,2967.11111111111,10.5565551732434,0,4,0.25,50,1,0,0.018,2200,-800
2290,agent tracking,487,24.0677618069815,41092.3942505134,15.6745107443181,0,4,0.25,50,1,0,0.974,2200,-800
2290,handler tracking,7,39.2857142857143,1649,12.5724281687123,0,4,0.25,50,1,0,0.014,2200,-800
2290,non-handler tracking,6,51.6666666666667,2974.66666666667,9.83433302243551,0,4,0.25,50,1,0,0.012,2200,-800
2295,agent tracking,481,26.6923076923077,40570.8731808732,15.0675275193451,0,4,0.25,50,1,0,0.962,2200,-800
2295,handler tracking,9,35.6666666666667,274.444444444444,13.2232217788696,0,4,0.25,50,1,0,0.018,2200,-800
2295,non-handler tracking,10,31.4,131.2,14.2009994506836,0,4,0.25,50,1,0,0.02,2200,-800
2300,agent tracking,472,29.9131355932203,39678.8601694915,14.4501519940667,0,4,0.25,50,1,0,0.944,2300,-700
2300,handler tracking,6,47.1666666666667,569,11.0009997089704,0,4,0.25,50,1,0,0.012,2300,-700
2300,non-handler tracking,22,38.9545454545455,1739.90909090909,12.6373631303961,0,4,0.25,50,1,0,0.044,2300,-700
2305,agent tracking,478,30.928870292887,39220.989539749,14.1641793681509,0,4,0.25,50,1,0,0.956,2300,-700
2305,non-handler tracking,11,39.1818181818182,1939.54545454545,12.4555450027639,0,4,0.25,50,1,0,0.022,2300,-700
2305,handler tracking,11,40.4545454545455,8320.90909090909,12.2737268101085,0,4,0.25,50,1,0,0.022,2300,-700
2310,agent tracking,491,24.6456211812627,41109.9755600815,15.3757448681989,0,4,0.25,50,1,0,0.982,2300,-700
2310,handler tracking,6,41.3333333333333,9207.33333333333,12.0009995301565,0,4,0.25,50,1,0,0.012,2300,-700
2310,non-handler tracking,2,39,514,12.5009994506836,0,4,0.25,50,1,0,0.004,2300,-700
2310,agent avoiding,1,25,78,15.0009994506836,0,4,0.25,50,1,0,0.002,2300,-700
2315,agent tracking,479,25.3444676409186,40251.2254697286,15.2786612460907,0,4,0.25,50,1,0,0.958,2300,-700
2315,handler tracking,11,42.2727272727273,11499.5454545455,11.7282722321424,0,4,0.25,50,1,0,0.022,2300,-700
2315,non-handler tracking,10,47.7,5071.2,10.7009995533037,0,4,0.25,50,1,0,0.02,2300,-700
2320,agent tracking,478,27.4246861924686,40143.7594142259,14.963342548913,0,4,0.25,50,1,0,0.956,2300,-700
2320,non-handler tracking,12,44.8333333333333,319.083333333333,11.5009996195634,0,4,0.25,50,1,0,0.024,2300,-700
2320,handler tracking,10,66.4,8159.6,7.00099970360752,0,4,0.25,50,1,0,0.02,2300,-700
2325,agent tracking,495,24.579797979798,40462.0262626263,15.5585752093692,0,4,0.25,50,1,0,0.99,2300,-700
2325,handler tracking,4,30.25,7352.25,14.5009994506836,0,4,0.25,50,1,0,0.008,2300,-700
2325,non-handler tracking,1,100,288,0.00100000004749745,0,4,0.25,50,1,0,0.002,2300,-700
2330,agent tracking,483,25.1904761904762,40474.9233954451,15.4668379600004,0,4,0.25,50,1,0,0.966,2300,-700
2330,handler tracking,15,46.2666666666667,13901.4666666667,11.0676662811311,0,4,0.25,50,1,0,0.03,2300,-700
2330,non-handler tracking,2,57.5,17226,8.50099968910217,0,4,0.25,50,1,0,0.004,2300,-700
2335,agent tracking,491,26.8757637474542,40226.0468431772,15.0458059679952,0,4,0.25,50,1,0,0.982,2300,-700
2335,handler tracking,5,33.2,23892.8,13.800999546051,0,4,0.25,50,1,0,0.01,2300,-700
2335,non-handler tracking,4,60.5,2201,8.25099968910217,0,4,0.25,50,1,0,0.008,2300,-700
2340,agent tracking,480,28.7479166666667,38330.7833333333,14.644749451677,0,4,0.25,50,1,0,0.96,2300,-700
2340,handler tracking,8,60.5,5582,8.25099976360798,0,4,0.25,50,1,0,0.016,2300,-700
2340,non-handler tracking,12,66.5833333333333,3446.58333333333,7.00099976857503,0,4,0.25,50,1,0,0.024,2300,-700
2345,agent tracking,481,32.4261954261954,35313.1975051975,13.7785462344263,0,4,0.25,50,1,0,0.962,2300,-700
2345,handler tracking,11,47.5454545454546,2560.72727272727,10.8191813555631,0,4,0.25,50,1,0,0.022,2300,-700
2345,non-handler tracking,8,51.625,19668.5,9.87599951935408,0,4,0.25,50,1,0,0.016,2300,-700
2350,agent tracking,485,31.620618556701,36122.1175257732,14.0133705886369,0,4,0.25,50,1,0,0.97,2300,-700
2350,handler tracking,14,56.6428571428572,4835.21428571429,8.78671390669686,0,4,0.25,50,1,0,0.028,2300,-700
2350,non-handler tracking,1,75,11405,5.00099992752075,0,4,0.25,50,1,0,0.002,2300,-700
2355,agent tracking,482,32.6659751037344,37461.1161825726,13.9595056788576,0,4,0.25,50,1,0,0.964,2300,-700
2355,handler tracking,16,54.875,1927.6875,9.37599963856337,0,4,0.25,50,1,0,0.032,2300,-700
2355,agent avoiding,1,90,23,2.00099992752075,0,4,0.25,50,1,0,0.002,2300,-700
2355,non-handler tracking,1,48,6141,11.0009994506836,0,4,0.25,50,1,0,0.002,2300,-700
2360,agent tracking,476,27.9117647058824,38883.7268907563,14.8518397878198,0,4,0.25,50,1,0,0.952,2300,-700
2360,handler tracking,15,52.1333333333333,5029.13333333333,10.0009995826753,0,4,0.25,50,1,0,0.03,2300,-700
2360,agent avoiding,1,100,7,0.00100000004749745,0,4,0.25,50,1,0,0.002,2300,-700
2360,non-handler tracking,8,58.125,7848,8.75099958479404,0,4,0.25,50,1,0,0.016,2300,-700
2365,agent tracking,481,29.4386694386694,38893.2765072765,14.6059890566645,0,4,0.25,50,1,0,0.962,2300,-700
2365,non-handler tracking,9,68.2222222222222,120.777777777778,6.77877746456458,0,4,0.25,50,1,0,0.018,2300,-700
2365,handler tracking,10,42.4,6905,11.8009995102882,0,4,0.25,50,1,0,0.02,2300,-700
2370,agent tracking,492,27.229674796748,39490.4817073171,14.9522189640902,0,4,0.25,50,1,0,0.984,2300,-700
2370,non-handler tracking,7,45.2857142857143,3906.57142857143,11.2867138726371,0,4,0.25,50,1,0,0.014,2300,-700
2370,handler tracking,1,85,615,3.00099992752075,0,4,0.25,50,1,0,0.002,2300,-700
2375,agent tracking,489,24.3292433537832,40450.9284253579,15.6533511889249,0,4,0.25,50,1,0,0.978,2300,-700
2375,non-handler tracking,8,41.875,570.625,12.0009995102882,0,4,0.25,50,1,0,0.016,2300,-700
2375,handler tracking,3,76.6666666666667,7601.33333333333,4.66766659418742,0,4,0.25,50,1,0,0.006,2300,-700
2380,agent tracking,488,25.6885245901639,40104.5102459016,15.3227207642619,0,4,0.25,50,1,0,0.976,2300,-700
2380,non-handler tracking,5,61.2,1463.6,8.20099965592381,0,4,0.25,50,1,0,0.01,2300,-700
2380,handler tracking,7,57.1428571428572,4773.14285714286,8.71528539671895,0,4,0.25,50,1,0,0.014,2300,-700
2385,agent tracking,483,25.6190476190476,40474.414078675,15.3964445864932,0,4,0.25,50,1,0,0.966,2300,-700
2385,non-handler tracking,10,30,2879.3,14.5009994506836,0,4,0.25,50,1,0,0.02,2300,-700
2385,handler tracking,7,65.8571428571429,12625.7142857143,7.00099974019187,0,4,0.25,50,1,0,0.014,2300,-700
2390,agent tracking,475,27.3494736842105,40412.2715789474,15.0346836612099,0,4,0.25,50,1,0,0.95,2300,-700
2390,non-handler tracking,19,44,1714.42105263158,11.5273153719149,0,4,0.25,50,1,0,0.038,2300,-700
2390,handler tracking,6,42.5,9520.83333333333,11.6676661968231,0,4,0.25,50,1,0,0.012,2300,-700
2395,agent tracking,474,28.8565400843882,40042.1497890295,14.6381302523714,0,4,0.25,50,1,0,0.948,2300,-700
2395,non-handler tracking,20,43.6,560.5,11.6509995735192,0,4,0.25,50,1,0,0.04,2300,-700
2395,handler tracking,4,78.75,7776.25,4.50099982644315,0,4,0.25,50,1,0,0.008,2300,-700
2395,agent avoiding,2,29,76.5,14.5009994506836,0,4,0.25,50,1,0,0.004,2300,-700
2400,agent tracking,473,30.8139534883721,40285.6046511628,14.1722468079775,0,4,0.25,50,1,0,0.946,2400,-600
2400,non-handler tracking,19,40.6842105263158,468.473684210526,12.3167890247546,0,4,0.25,50,1,0,0.038,2400,-600
2400,agent avoiding,6,47.8333333333333,59.3333333333333,11.0009994506836,0,4,0.25,50,1,0,0.012,2400,-600
2400,handler tracking,2,49,906,10.5009996891022,0,4,0.25,50,1,0,0.004,2400,-600
2405,agent tracking,476,28.8403361344538,40354.8655462185,14.6060414684921,0,4,0.25,50,1,0,0.952,2400,-600
2405,non-handler tracking,18,35.6111111111111,718.444444444445,13.2232217258877,0,4,0.25,50,1,0,0.036,2400,-600
2405,handler tracking,2,87,180.5,3.0009999871254,0,4,0.25,50,1,0,0.004,2400,-600
2405,agent avoiding,4,36.25,63.75,13.2509994506836,0,4,0.25,50,1,0,0.008,2400,-600
2410,agent tracking,477,29.2138364779874,40484.4779874214,14.5984837284128,0,4,0.25,50,1,0,0.954,2400,-600
2410,non-handler tracking,17,35.1764705882353,1596.64705882353,13.530411271488,0,4,0.25,50,1,0,0.034,2400,-600
2410,handler tracking,6,38,6280.83333333333,12.8343328634898,0,4,0.25,50,1,0,0.012,2400,-600
2415,agent tracking,457,34.3413566739606,38322.8336980306,13.4627062374445,0,4,0.25,50,1,0,0.914,2400,-600
2415,handler tracking,19,54.8947368421053,5437.57894736842,9.36942072045426,0,4,0.25,50,1,0,0.038,2400,-600
2415,non-handler tracking,21,42.7142857142857,229.285714285714,11.858142375946,0,4,0.25,50,1,0,0.042,2400,-600
2415,agent avoiding,3,34.3333333333333,70.6666666666667,13.3343327840169,0,4,0.25,50,1,0,0.006,2400,-600
2420,agent tracking,451,35.8159645232816,38403.4279379158,13.1916868163318,0,4,0.25,50,1,0,0.902,2400,-600
2420,non-handler tracking,30,41.7,4790.93333333333,11.9009995222092,0,4,0.25,50,1,0,0.06,2400,-600
2420,handler tracking,11,48.9090909090909,11030.1818181818,10.4555449551712,0,4,0.25,50,1,0,0.022,2400,-600
2420,agent avoiding,8,47.5,85.375,10.6259995102882,0,4,0.25,50,1,0,0.016,2400,-600
2425,agent tracking,461,34.3210412147505,39031.8611713666,13.4413465222671,0,4,0.25,50,1,0,0.922,2400,-600
2425,non-handler tracking,29,42.7586206896552,588.689655172414,11.8285857891214,0,4,0.25,50,1,0,0.058,2400,-600
2425,handler tracking,9,56.8888888888889,5118.44444444444,9.00099960962931,0,4,0.25,50,1,0,0.018,2400,-600
2425,agent avoiding,1,25,76,16.0009994506836,0,4,0.25,50,1,0,0.002,2400,-600
2430,agent tracking,483,27.2443064182195,40220.3768115942,15.0527592850521,0,4,0.25,50,1,0,0.966,2400,-600
2430,non-handler tracking,14,37.7857142857143,1536.14285714286,12.9295709473746,0,4,0.25,50,1,0,0.028,2400,-600
2430,handler tracking,3,48.6666666666667,329,10.3343329826991,0,4,0.25,50,1,0,0.006,2400,-600
2435,non-handler tracking,21,31.6666666666667,4681.80952380952,14.1914756900265,0,4,0.25,50,1,0,0.042,2400,-600
2435,agent tracking,470,29.8212765957447,40306.2425531915,14.4818505145134,0,4,0.25,50,1,0,0.94,2400,-600
2435,handler tracking,9,71.7777777777778,10747.4444444444,5.77877756765681,0,4,0.25,50,1,0,0.018,2400,-600
2440,agent tracking,480,30.3145833333333,39865.075,14.3947494506836,0,4,0.25,50,1,0,0.96,2400,-600
2440,non-handler tracking,15,32.2,549.933333333333,13.9343328158061,0,4,0.25,50,1,0,0.03,2400,-600
2440,handler tracking,5,40.8,79.6,12.2009994506836,0,4,0.25,50,1,0,0.01,2400,-600
2445,agent tracking,479,26.6096033402923,40634.1524008351,15.0323146907671,0,4,0.25,50,1,0,0.958,2400,-600
2445,non-handler tracking,17,50.4117647058824,104.235294117647,10.295117285849,0,4,0.25,50,1,0,0.034,2400,-600
2445,handler tracking,4,38,7805,12.7509995698929,0,4,0.25,50,1,0,0.008,2400,-600
2450,agent tracking,477,26.5471698113208,40511.7568134172,15.0806640209142,0,4,0.25,50,1,0,0.954,2400,-600
2450,non-handler tracking,15,33.2,275.666666666667,13.5343328158061,0,4,0.25,50,1,0,0.03,2400,-600
