gen,social_strat,N,mean_move,mean_assoc,mean_intake,prop_infec,repl,cost,regen,local,infect_percent,prop,gen_bin,gen_abs
2905,agent tracking,494,21.3927125506073,36333.6477732794,16.1022140284782,0,1,0.25,50,1,0,0.988,2900,-95
2905,handler tracking,6,69.5,14047.3333333333,6.33433305869888,0,1,0.25,50,1,0,0.012,2900,-95
2910,agent tracking,491,21.5458248472505,36664.2443991853,16.068209226651,0,1,0.25,50,1,0,0.982,2900,-90
2910,handler tracking,8,52.375,9060.125,9.87599962949753,0,1,0.25,50,1,0,0.016,2900,-90
2910,non-handler tracking,1,95,3291,1.00100004673004,0,1,0.25,50,1,0,0.002,2900,-90
2915,agent tracking,485,21.2948453608247,37004.3134020619,16.1412056362506,0,1,0.25,50,1,0,0.97,2900,-85
2915,non-handler tracking,4,47.75,10874.25,11.0009994506836,0,1,0.25,50,1,0,0.008,2900,-85
2915,handler tracking,11,49.7272727272727,7942.18181818182,10.3646359010176,0,1,0.25,50,1,0,0.022,2900,-85
2920,agent tracking,495,21.8080808080808,36647.9292929293,16.0454438960913,0,1,0.25,50,1,0,0.99,2900,-80
2920,handler tracking,4,15.5,90.25,17.2509994506836,0,1,0.25,50,1,0,0.008,2900,-80
2920,non-handler tracking,1,59,15438,9.00099945068359,0,1,0.25,50,1,0,0.002,2900,-80
2925,agent tracking,492,21.5589430894309,36492,16.0599425401145,0,1,0.25,50,1,0,0.984,2900,-75
2925,handler tracking,6,33,16982,13.8343327840169,0,1,0.25,50,1,0,0.012,2900,-75
2925,non-handler tracking,2,57.5,14825,9.00099968910217,0,1,0.25,50,1,0,0.004,2900,-75
2930,agent tracking,495,21.7151515151515,36935.4323232323,16.0656459153301,0,1,0.25,50,1,0,0.99,2900,-70
2930,non-handler tracking,3,38.3333333333333,25904,12.6676661173503,0,1,0.25,50,1,0,0.006,2900,-70
2930,handler tracking,2,28.5,9417,15.0009994506836,0,1,0.25,50,1,0,0.004,2900,-70
2935,agent tracking,492,21.4146341463415,38000.5731707317,16.1432758734478,0,1,0.25,50,1,0,0.984,2900,-65
2935,non-handler tracking,6,20.6666666666667,36455.1666666667,16.3343327840169,0,1,0.25,50,1,0,0.012,2900,-65
2935,handler tracking,2,25.5,33248.5,15.5009994506836,0,1,0.25,50,1,0,0.004,2900,-65
2940,agent tracking,489,21.4049079754601,37386.5378323108,16.097113970111,0,1,0.25,50,1,0,0.978,2900,-60
2940,non-handler tracking,8,22.75,36566.375,15.8759994506836,0,1,0.25,50,1,0,0.016,2900,-60
2940,handler tracking,3,47.3333333333333,2564.66666666667,10.6676661173503,0,1,0.25,50,1,0,0.006,2900,-60
2945,agent tracking,484,21.8884297520661,37232.7231404959,16.0195944929911,0,1,0.25,50,1,0,0.968,2900,-55
2945,non-handler tracking,12,39,18366.8333333333,12.5009995759368,0,1,0.25,50,1,0,0.024,2900,-55
2945,handler tracking,4,34,15524.75,13.5009994506836,0,1,0.25,50,1,0,0.008,2900,-55
2950,agent tracking,490,21.5918367346939,37341.7204081633,16.0948770028252,0,1,0.25,50,1,0,0.98,2900,-50
2950,non-handler tracking,5,53.6,14071.6,9.40099964141846,0,1,0.25,50,1,0,0.01,2900,-50
2950,handler tracking,5,46,9178,11.2009995605564,0,1,0.25,50,1,0,0.01,2900,-50
2955,agent tracking,493,21.8985801217039,37489.1318458418,16.017226631211,0,1,0.25,50,1,0,0.986,2900,-45
2955,handler tracking,6,47.5,126.666666666667,10.8343328634898,0,1,0.25,50,1,0,0.012,2900,-45
2955,non-handler tracking,1,28,34237,15.0009994506836,0,1,0.25,50,1,0,0.002,2900,-45
2960,agent tracking,491,21.5906313645621,37192.0794297352,16.0865391655512,0,1,0.25,50,1,0,0.982,2900,-40
2960,handler tracking,6,62.3333333333333,4582,8.00099971327776,0,1,0.25,50,1,0,0.012,2900,-40
2960,non-handler tracking,3,45.3333333333333,10598.3333333333,11.0009994506836,0,1,0.25,50,1,0,0.006,2900,-40
2965,agent tracking,488,22.5655737704918,36608.0860655738,15.8329666637984,0,1,0.25,50,1,0,0.976,2900,-35
2965,agent avoiding,1,17,85,17.0009994506836,0,1,0.25,50,1,0,0.002,2900,-35
2965,handler tracking,10,36.6,18433.5,13.00099950562,0,1,0.25,50,1,0,0.02,2900,-35
2965,non-handler tracking,1,40,22107,12.0009994506836,0,1,0.25,50,1,0,0.002,2900,-35
2970,agent tracking,487,21.8562628336756,37337.8131416838,16.0235867196774,0,1,0.25,50,1,0,0.974,2900,-30
2970,handler tracking,6,45.3333333333333,6036,11.3343328755776,0,1,0.25,50,1,0,0.012,2900,-30
2970,non-handler tracking,7,55.2857142857143,18063,9.14385682529038,0,1,0.25,50,1,0,0.014,2900,-30
2975,agent tracking,486,21.8559670781893,37579.9382716049,16.0606702325766,0,1,0.25,50,1,0,0.972,2900,-25
2975,handler tracking,6,43.6666666666667,11847.1666666667,11.5009995301565,0,1,0.25,50,1,0,0.012,2900,-25
2975,non-handler tracking,8,35.125,25152.625,13.2509995102882,0,1,0.25,50,1,0,0.016,2900,-25
2980,agent tracking,492,20.9227642276423,37113.0467479675,16.2062840044983,0,1,0.25,50,1,0,0.984,2900,-20
2980,handler tracking,6,54.8333333333333,2790.66666666667,9.33433304230372,0,1,0.25,50,1,0,0.012,2900,-20
2980,non-handler tracking,2,39,91,12.5009994506836,0,1,0.25,50,1,0,0.004,2900,-20
2985,agent tracking,496,21.9657258064516,37825.2298387097,15.9687413861675,0,1,0.25,50,1,0,0.992,2900,-15
2985,non-handler tracking,4,45.25,14396.5,11.0009995698929,0,1,0.25,50,1,0,0.008,2900,-15
2990,agent tracking,498,22.1104417670683,36387.0682730924,15.9688709385424,0,1,0.25,50,1,0,0.996,2900,-10
2990,handler tracking,2,71.5,12805.5,6.00099972536555,0,1,0.25,50,1,0,0.004,2900,-10
2995,agent tracking,493,21.8012170385396,36813.0081135903,16.0131698360791,0,1,0.25,50,1,0,0.986,2900,-5
2995,handler tracking,6,35.1666666666667,11392.3333333333,13.5009995301565,0,1,0.25,50,1,0,0.012,2900,-5
2995,non-handler tracking,1,100,642,0.00100000004749745,0,1,0.25,50,1,0,0.002,2900,-5
3000,agent tracking,493,21.8336713995943,36798.9918864097,16.0131698360791,0,1,0.25,50,1,0,0.986,3000,0
3000,handler tracking,6,47,15687.6666666667,10.8343328755776,0,1,0.25,50,1,0,0.012,3000,0
3000,agent avoiding,1,14,86,18.0009994506836,0,1,0.25,50,1,0,0.002,3000,0
3005,agent tracking,463,21.097192224622,34874.464362851,16.1111506385886,1,1,0.25,50,1,0,0.926,3000,5
3005,handler tracking,33,56.3939393939394,1350.87878787879,8.8797875138557,0.181818181818182,1,0.25,50,1,0,0.066,3000,5
3005,non-handler tracking,4,28.75,30146.25,14.5009994506836,1,1,0.25,50,1,0,0.008,3000,5
3010,agent tracking,301,39.2757475083057,22524.8172757475,12.3531589226865,0.996677740863787,1,0.25,50,1,0,0.602,3000,10
3010,handler tracking,194,62.0515463917526,539.453608247423,7.89275225471662,0.489690721649485,1,0.25,50,1,0,0.388,3000,10
3010,non-handler tracking,4,47.25,21821.75,10.7509994506836,1,1,0.25,50,1,0,0.008,3000,10
3010,agent avoiding,1,75,385,5.00099992752075,0,1,0.25,50,1,0,0.002,3000,10
3015,handler tracking,437,65.8100686498856,802.935926773455,7.08795625569344,0.65675057208238,1,0.25,50,1,0,0.874,3000,15
3015,agent tracking,61,26.0655737704918,4432.44262295082,15.2305076786729,0.918032786885246,1,0.25,50,1,0,0.122,3000,15
3015,agent avoiding,2,69.5,274.5,6.50099968910217,1,1,0.25,50,1,0,0.004,3000,15
3020,agent tracking,55,59.4909090909091,1786.4,8.29190878734755,0.636363636363636,1,0.25,50,1,0,0.11,3000,20
3020,handler tracking,441,71.5192743764172,483.621315192744,5.92390228377533,0.503401360544218,1,0.25,50,1,0,0.882,3000,20
3020,agent avoiding,4,92.25,70,1.75099997545476,0.25,1,0.25,50,1,0,0.008,3000,20
3025,handler tracking,468,73.2457264957265,493.442307692308,5.56723911621813,0.472222222222222,1,0.25,50,1,0,0.936,3000,25
3025,agent avoiding,6,81.3333333333333,59,4.00099987222347,0.333333333333333,1,0.25,50,1,0,0.012,3000,25
3025,non-handler tracking,4,92.5,429.5,1.5009999871254,0,1,0.25,50,1,0,0.008,3000,25
3025,agent tracking,22,44.1818181818182,2896.86363636364,11.4555449323221,0.954545454545455,1,0.25,50,1,0,0.044,3000,25
3030,handler tracking,461,67.7765726681128,638.091106290672,6.7190040935691,0.713665943600868,1,0.25,50,1,0,0.922,3000,30
3030,agent tracking,20,40.95,2227.25,12.0509995605564,0.8,1,0.25,50,1,0,0.04,3000,30
3030,agent avoiding,19,84.7894736842105,80.8947368421053,3.15889463816941,0.157894736842105,1,0.25,50,1,0,0.038,3000,30
3035,handler tracking,441,74.7709750566893,452.65306122449,5.25950321440359,0.564625850340136,1,0.25,50,1,0,0.882,3000,35
3035,agent tracking,26,52.1923076923077,2350.80769230769,9.84715337757147,0.923076923076923,1,0.25,50,1,0,0.052,3000,35
3035,agent avoiding,33,84.969696969697,83.6666666666667,3.15251508861018,0.484848484848485,1,0.25,50,1,0,0.066,3000,35
3040,handler tracking,412,73.2208737864078,370.747572815534,5.55197067576482,0.616504854368932,1,0.25,50,1,0,0.824,3000,40
3040,agent tracking,43,44.2558139534884,1935.02325581395,11.4428600129471,0.813953488372093,1,0.25,50,1,0,0.086,3000,40
3040,agent avoiding,45,82.7555555555556,97.6222222222222,3.55655547524026,0.511111111111111,1,0.25,50,1,0,0.09,3000,40
3045,agent avoiding,60,87.3833333333334,65.3166666666667,2.60099995247438,0.383333333333333,1,0.25,50,1,0,0.12,3000,45
3045,handler tracking,399,74.8571428571429,324.676691729323,5.20400734804337,0.56390977443609,1,0.25,50,1,0,0.798,3000,45
3045,agent tracking,41,43.4390243902439,1405.31707317073,11.7327068672436,0.658536585365854,1,0.25,50,1,0,0.082,3000,45
3050,handler tracking,377,71.1140583554377,363.310344827586,5.97712710066649,0.615384615384615,1,0.25,50,1,0,0.754,3000,50
3050,agent tracking,38,50.5,906.105263157895,10.264157513178,0.5,1,0.25,50,1,0,0.076,3000,50
3050,agent avoiding,85,84.4705882352941,70.5411764705882,3.17747050977367,0.494117647058824,1,0.25,50,1,0,0.17,3000,50
3055,handler tracking,354,74.9406779661017,257.960451977401,5.1959150645505,0.514124293785311,1,0.25,50,1,0,0.708,3000,55
3055,agent avoiding,111,89.5045045045045,48.981981981982,2.15415312291903,0.153153153153153,1,0.25,50,1,0,0.222,3000,55
3055,agent tracking,33,53.5757575757576,875.212121212121,9.63736325038851,0.424242424242424,1,0.25,50,1,0,0.066,3000,55
3055,non-handler tracking,2,57.5,582,8.50099968910217,1,1,0.25,50,1,0,0.004,3000,55
3060,agent avoiding,182,82.6703296703297,75.5879120879121,3.56693396733301,0.302197802197802,1,0.25,50,1,0,0.364,3000,60
3060,handler tracking,299,75.6655518394649,239.903010033445,5.03444465505891,0.491638795986622,1,0.25,50,1,0,0.598,3000,60
3060,agent tracking,17,56,305.352941176471,9.17747024806244,0.529411764705882,1,0.25,50,1,0,0.034,3000,60
3060,non-handler tracking,2,65,257,7.50099968910217,0.5,1,0.25,50,1,0,0.004,3000,60
3065,handler tracking,262,72.9083969465649,191.713740458015,5.59260285667807,0.488549618320611,1,0.25,50,1,0,0.524,3000,65
3065,agent avoiding,217,83.3824884792627,72.2027649769585,3.41574646056628,0.290322580645161,1,0.25,50,1,0,0.434,3000,65
3065,agent tracking,20,60.95,759.25,7.95099962482927,0.35,1,0.25,50,1,0,0.04,3000,65
3065,non-handler tracking,1,45,1128,11.0009994506836,0,1,0.25,50,1,0,0.002,3000,65
3070,agent avoiding,225,84.2666666666667,66.3333333333333,3.25433323304065,0.28,1,0.25,50,1,0,0.45,3000,70
3070,handler tracking,262,66.9809160305344,690.206106870229,6.78725929670205,0.541984732824428,1,0.25,50,1,0,0.524,3000,70
3070,agent tracking,13,51.5384615384615,1416.53846153846,9.69330714299129,1,1,0.25,50,1,0,0.026,3000,70
3075,agent avoiding,275,83.0872727272727,74.8654545454545,3.47372717877384,0.341818181818182,1,0.25,50,1,0,0.55,3000,75
3075,agent tracking,13,51.9230769230769,890.384615384615,9.61638418168653,0.923076923076923,1,0.25,50,1,0,0.026,3000,75
3075,handler tracking,210,73.0190476190476,210.428571428571,5.62004742466379,0.519047619047619,1,0.25,50,1,0,0.42,3000,75
3075,non-handler tracking,2,80,298,4.00099992752075,0.5,1,0.25,50,1,0,0.004,3000,75
3080,agent avoiding,286,84.6608391608392,63.3286713286713,3.17232859539848,0.258741258741259,1,0.25,50,1,0,0.572,3000,80
3080,handler tracking,197,74.2030456852792,131.218274111675,5.36648204291433,0.34010152284264,1,0.25,50,1,0,0.394,3000,80
3080,agent tracking,13,54.6923076923077,758.307692307692,9.0779226743258,0,1,0.25,50,1,0,0.026,3000,80
3080,non-handler tracking,4,82.5,177,3.75099995732307,0,1,0.25,50,1,0,0.008,3000,80
3085,handler tracking,171,74.3859649122807,167.941520467836,5.26415770892285,0.274853801169591,1,0.25,50,1,0,0.342,3000,85
3085,agent avoiding,314,82.7388535031847,68.9426751592357,3.57424830287031,0.159235668789809,1,0.25,50,1,0,0.628,3000,85
3085,agent tracking,12,56,491.416666666667,9.00099958198067,0,1,0.25,50,1,0,0.024,3000,85
3085,non-handler tracking,3,59,181.666666666667,8.33433296713823,0,1,0.25,50,1,0,0.006,3000,85
3090,agent avoiding,320,84.7375,62.64375,3.15099990768576,0.184375,1,0.25,50,1,0,0.64,3000,90
3090,handler tracking,171,74.0058479532164,129.836257309942,5.39866063884209,0.39766081871345,1,0.25,50,1,0,0.342,3000,90
3090,agent tracking,8,58.875,263.875,8.75099956989288,0.125,1,0.25,50,1,0,0.016,3000,90
3090,non-handler tracking,1,95,40,1.00100004673004,0,1,0.25,50,1,0,0.002,3000,90
3095,agent avoiding,324,83.5925925925926,71.391975308642,3.38062954156115,0.271604938271605,1,0.25,50,1,0,0.648,3000,95
3095,handler tracking,160,70.4,175.30625,6.10724978171347,0.4,1,0.25,50,1,0,0.32,3000,95
3095,agent tracking,11,59.5454545454546,380.909090909091,8.36463594436646,0,1,0.25,50,1,0,0.022,3000,95
3095,non-handler tracking,5,87,247.8,3.00099987050053,0,1,0.25,50,1,0,0.01,3000,95
3100,agent avoiding,295,85.1220338983051,63.3084745762712,3.1128643248396,0.203389830508475,1,0.25,50,1,0,0.59,3100,100
3100,handler tracking,182,70.8516483516484,149.967032967033,6.02847231766862,0.423076923076923,1,0.25,50,1,0,0.364,3100,100
3100,agent tracking,9,64.6666666666667,645.333333333333,7.44544413928977,1,1,0.25,50,1,0,0.018,3100,100
3100,non-handler tracking,14,74.7857142857143,521.5,5.28671407919943,0.357142857142857,1,0.25,50,1,0,0.028,3100,100
3105,agent avoiding,306,81.9477124183007,79.0686274509804,3.70361427851577,0.209150326797386,1,0.25,50,1,0,0.612,3100,100
3105,handler tracking,185,73.2486486486487,236.486486486487,5.50370250753555,0.340540540540541,1,0.25,50,1,0,0.37,3100,100
3105,non-handler tracking,8,44.375,438.75,11.2509994506836,0,1,0.25,50,1,0,0.016,3100,100
3105,agent tracking,1,73,208,6.00099992752075,0,1,0.25,50,1,0,0.002,3100,100
3110,agent avoiding,279,84.6559139784946,69.3154121863799,3.16587446939607,0.308243727598566,1,0.25,50,1,0,0.558,3100,100
3110,handler tracking,203,71.2807881773399,195.487684729064,5.94681257355082,0.448275862068966,1,0.25,50,1,0,0.406,3100,100
3110,non-handler tracking,18,46.1666666666667,691.444444444444,10.889888489302,0,1,0.25,50,1,0,0.036,3100,100
3115,agent avoiding,304,84.1546052631579,66.9309210526316,3.27402622777031,0.240131578947368,1,0.25,50,1,0,0.608,3100,100
3115,handler tracking,177,68.180790960452,196.316384180791,6.56597149585463,0.542372881355932,1,0.25,50,1,0,0.354,3100,100
3115,non-handler tracking,19,76.8421052631579,555.894736842105,4.79047350314029,0.157894736842105,1,0.25,50,1,0,0.038,3100,100
3120,agent avoiding,296,83.597972972973,66.4290540540541,3.36924315359588,0.317567567567568,1,0.25,50,1,0,0.592,3100,100
3120,handler tracking,189,69.5873015873016,239.343915343915,6.2655500239907,0.576719576719577,1,0.25,50,1,0,0.378,3100,100
3120,agent tracking,3,49.3333333333333,260.333333333333,10.6676661173503,0.333333333333333,1,0.25,50,1,0,0.006,3100,100
3120,non-handler tracking,12,82.4166666666667,213.833333333333,3.5843332176446,0.333333333333333,1,0.25,50,1,0,0.024,3100,100
3125,agent avoiding,315,84.7873015873016,56.5714285714286,3.13750785014829,0.193650793650794,1,0.25,50,1,0,0.63,3100,100
3125,handler tracking,163,70.9631901840491,182.883435582822,6.00713475155887,0.423312883435583,1,0.25,50,1,0,0.326,3100,100
3125,agent tracking,10,66.8,582.1,6.9009997844696,0.1,1,0.25,50,1,0,0.02,3100,100
3125,non-handler tracking,12,56.5,263.75,8.83433303841351,0.5,1,0.25,50,1,0,0.024,3100,100
3130,handler tracking,174,72.6091954022989,185.051724137931,5.64467795701409,0.419540229885057,1,0.25,50,1,0,0.348,3100,100
3130,agent avoiding,317,84.813880126183,61.4952681388013,3.14926489831532,0.296529968454259,1,0.25,50,1,0,0.634,3100,100
3130,non-handler tracking,5,49,311,10.600999546051,0,1,0.25,50,1,0,0.01,3100,100
3130,agent tracking,4,56.25,144.5,8.75099956989288,0.25,1,0.25,50,1,0,0.008,3100,100
3135,agent avoiding,326,84.2147239263804,59.9723926380368,3.26480359214957,0.187116564417178,1,0.25,50,1,0,0.652,3100,100
3135,non-handler tracking,17,42.5882352941176,983.764705882353,12.2951171861564,0.882352941176471,1,0.25,50,1,0,0.034,3100,100
3135,handler tracking,150,68.3666666666667,327.853333333333,6.54099975550935,0.413333333333333,1,0.25,50,1,0,0.3,3100,100
3135,agent tracking,7,82.8571428571429,216.428571428571,3.42957133239335,0.571428571428571,1,0.25,50,1,0,0.014,3100,100
3140,agent avoiding,332,83.9638554216868,64.0753012048193,3.32328905903556,0.298192771084337,1,0.25,50,1,0,0.664,3100,100
3140,handler tracking,156,67.1538461538462,433.557692307692,6.8151023147974,0.512820512820513,1,0.25,50,1,0,0.312,3100,100
3140,non-handler tracking,10,55.2,290.2,9.40099964141846,0,1,0.25,50,1,0,0.02,3100,100
3140,agent tracking,2,80,329,4.00099972536555,0.5,1,0.25,50,1,0,0.004,3100,100
3145,agent avoiding,341,82.9648093841642,68.6744868035191,3.54058935145111,0.252199413489736,1,0.25,50,1,0,0.682,3100,100
3145,handler tracking,155,70.9225806451613,319.935483870968,6.00745139071463,0.374193548387097,1,0.25,50,1,0,0.31,3100,100
3145,non-handler tracking,3,82.6666666666667,131.666666666667,4.00099980831146,0,1,0.25,50,1,0,0.006,3100,100
3145,agent tracking,1,10,143,19.0009994506836,0,1,0.25,50,1,0,0.002,3100,100
3150,agent avoiding,356,82.5898876404494,69.7443820224719,3.61335944669979,0.216292134831461,1,0.25,50,1,0,0.712,3100,100
3150,handler tracking,136,68.3602941176471,288.691176470588,6.51570561241961,0.411764705882353,1,0.25,50,1,0,0.272,3100,100
3150,non-handler tracking,8,86.625,158.625,2.75099992491596,0.25,1,0.25,50,1,0,0.016,3100,100
3155,agent avoiding,334,83.0568862275449,70.3892215568862,3.47405378918915,0.206586826347305,1,0.25,50,1,0,0.668,3100,100
3155,handler tracking,148,64.695945945946,435.22972972973,7.27802674260267,0.472972972972973,1,0.25,50,1,0,0.296,3100,100
3155,non-handler tracking,18,55.2222222222222,621.555555555556,9.55655527517795,0.444444444444444,1,0.25,50,1,0,0.036,3100,100
3160,agent avoiding,405,81.6222222222222,75.6567901234568,3.79359248231401,0.301234567901235,1,0.25,50,1,0,0.81,3100,100
3160,handler tracking,80,72.05,191.125,5.73849980545638,0.5375,1,0.25,50,1,0,0.16,3100,100
3160,non-handler tracking,14,38.0714285714286,567.714285714286,13.0009994847434,0.0714285714285714,1,0.25,50,1,0,0.028,3100,100
3160,agent tracking,1,16,559,17.0009994506836,0,1,0.25,50,1,0,0.002,3100,100
3165,agent avoiding,376,82.781914893617,67.2313829787234,3.53557435738758,0.180851063829787,1,0.25,50,1,0,0.752,3100,100
3165,handler tracking,108,68.7314814814815,177.527777777778,6.48248123565335,0.203703703703704,1,0.25,50,1,0,0.216,3100,100
3165,non-handler tracking,14,56.4285714285714,431.928571428572,8.85814256178648,0.642857142857143,1,0.25,50,1,0,0.028,3100,100
3165,agent tracking,2,46,312.5,11.0009994506836,0.5,1,0.25,50,1,0,0.004,3100,100
3170,agent avoiding,379,83.2532981530343,70.11345646438,3.44163314208338,0.266490765171504,1,0.25,50,1,0,0.758,3100,100
3170,agent tracking,11,27.0909090909091,1111.90909090909,14.8191812688654,0,1,0.25,50,1,0,0.022,3100,100
3170,handler tracking,100,66.3,233.93,6.95099973756122,0.31,1,0.25,50,1,0,0.2,3100,100
3170,non-handler tracking,10,40.7,941.2,12.2009995533037,0,1,0.25,50,1,0,0.02,3100,100
3175,handler tracking,96,66.96875,224.239583333333,6.78224974508582,0.354166666666667,1,0.25,50,1,0,0.192,3100,100
3175,agent avoiding,386,81.5336787564767,74.2979274611399,3.80410869624598,0.292746113989637,1,0.25,50,1,0,0.772,3100,100
3175,agent tracking,9,38.8888888888889,614,12.8898884455363,0,1,0.25,50,1,0,0.018,3100,100
3175,non-handler tracking,9,75.5555555555556,408.111111111111,5.11211097814764,0,1,0.25,50,1,0,0.018,3100,100
3180,handler tracking,90,68.9444444444445,190.911111111111,6.47877752233504,0.388888888888889,1,0.25,50,1,0,0.18,3100,100
3180,agent avoiding,393,83.0127226463104,69.6946564885496,3.50990575553172,0.21882951653944,1,0.25,50,1,0,0.786,3100,100
3180,non-handler tracking,9,60.1111111111111,442,8.33433297232518,0,1,0.25,50,1,0,0.018,3100,100
3180,agent tracking,8,50.875,525.875,10.2509995789587,0,1,0.25,50,1,0,0.016,3100,100
3185,agent avoiding,402,82.1094527363184,59.7935323383085,3.69751730323937,0.23134328358209,1,0.25,50,1,0,0.804,3100,100
3185,handler tracking,83,73.855421686747,159.144578313253,5.44678294476885,0.469879518072289,1,0.25,50,1,0,0.166,3100,100
3185,non-handler tracking,6,72.3333333333333,183.5,5.66766645941728,0.333333333333333,1,0.25,50,1,0,0.012,3100,100
3185,agent tracking,9,60.3333333333333,344.333333333333,8.11211080595644,0.444444444444444,1,0.25,50,1,0,0.018,3100,100
3190,agent avoiding,382,83.3010471204189,59.4005235602094,3.46173288412752,0.164921465968586,1,0.25,50,1,0,0.764,3100,100
3190,handler tracking,95,66.3157894736842,179.515789473684,7.00099974616651,0.221052631578947,1,0.25,50,1,0,0.19,3100,100
3190,agent tracking,13,54.9230769230769,546.307692307692,9.15484581024458,0,1,0.25,50,1,0,0.026,3100,100
3190,non-handler tracking,10,90.1,234.3,2.10099993527401,0,1,0.25,50,1,0,0.02,3100,100
3195,agent avoiding,351,83.1994301994302,60.9088319088319,3.4625383611862,0.293447293447293,1,0.25,50,1,0,0.702,3100,100
3195,handler tracking,130,67.9538461538462,179.969230769231,6.64715359641257,0.361538461538462,1,0.25,50,1,0,0.26,3100,100
3195,non-handler tracking,14,56.1428571428572,645.285714285714,8.92957107027594,0,1,0.25,50,1,0,0.028,3100,100
3195,agent tracking,5,41.4,846,12.0009994506836,0,1,0.25,50,1,0,0.01,3100,100
3200,agent avoiding,352,82.7926136363636,63.1306818181818,3.5521362598748,0.178977272727273,1,0.25,50,1,0,0.704,3200,200
3200,handler tracking,116,68.3362068965517,214.948275862069,6.57858596654842,0.327586206896552,1,0.25,50,1,0,0.232,3200,200
3200,non-handler tracking,27,64.1851851851852,636.555555555556,7.40840715409205,0.148148148148148,1,0.25,50,1,0,0.054,3200,200
3200,agent tracking,5,51.2,532.2,10.0009996559238,0,1,0.25,50,1,0,0.01,3200,200
3205,agent avoiding,352,81.9232954545455,70.3011363636364,3.72827262086106,0.252840909090909,1,0.25,50,1,0,0.704,3200,200
3205,agent tracking,5,32,666.4,14.000999546051,1,1,0.25,50,1,0,0.01,3200,200
3205,handler tracking,116,70.1034482758621,231.198275862069,6.1906549434563,0.362068965517241,1,0.25,50,1,0,0.232,3200,200
3205,non-handler tracking,27,66.0740740740741,437.333333333333,6.96396269813111,0.740740740740741,1,0.25,50,1,0,0.054,3200,200
3210,agent avoiding,349,82.0744985673352,75.6389684813754,3.68581364181441,0.312320916905444,1,0.25,50,1,0,0.698,3200,200
3210,handler tracking,132,69.3333333333333,192.075757575758,6.35706036136076,0.409090909090909,1,0.25,50,1,0,0.264,3200,200
3210,non-handler tracking,18,68.1666666666667,238.722222222222,6.66766642083854,0.222222222222222,1,0.25,50,1,0,0.036,3200,200
3210,agent tracking,1,85,239,3.00099992752075,0,1,0.25,50,1,0,0.002,3200,200
3215,non-handler tracking,14,55.8571428571429,330.571428571429,9.14385681159495,0.142857142857143,1,0.25,50,1,0,0.028,3200,200
3215,agent avoiding,352,82.5880681818182,66.59375,3.60895443589073,0.28125,1,0.25,50,1,0,0.704,3200,200
3215,handler tracking,134,67.1716417910448,241.022388059702,6.88159674750085,0.402985074626866,1,0.25,50,1,0,0.268,3200,200
3220,agent avoiding,369,82.1924119241193,82.3252032520325,3.69205680706723,0.311653116531165,1,0.25,50,1,0,0.738,3200,200
3220,handler tracking,114,69.6929824561404,168.859649122807,6.19398222320913,0.394736842105263,1,0.25,50,1,0,0.228,3200,200
3220,non-handler tracking,17,69.8823529411765,318.941176470588,6.58923506064971,0,1,0.25,50,1,0,0.034,3200,200
3225,agent avoiding,374,82.9598930481283,63.9224598930481,3.53843304683749,0.275401069518717,1,0.25,50,1,0,0.748,3200,200
3225,handler tracking,102,63.2352941176471,349.441176470588,7.58923499683585,0.5,1,0.25,50,1,0,0.204,3200,200
3225,non-handler tracking,23,66.6086956521739,773.173913043478,6.87056504755848,0.608695652173913,1,0.25,50,1,0,0.046,3200,200
3225,agent tracking,1,75,195,5.00099992752075,1,1,0.25,50,1,0,0.002,3200,200
3230,agent avoiding,405,81.4370370370371,68.3456790123457,3.83803692690045,0.246913580246914,1,0.25,50,1,0,0.81,3200,200
3230,handler tracking,71,66.2253521126761,205.464788732394,6.94466167180569,0.422535211267606,1,0.25,50,1,0,0.142,3200,200
3230,non-handler tracking,21,53.8571428571429,582.476190476191,9.52480915293009,0.952380952380952,1,0.25,50,1,0,0.042,3200,200
3230,agent tracking,3,58.3333333333333,88,8.66766627629598,0.333333333333333,1,0.25,50,1,0,0.006,3200,200
3235,agent avoiding,414,81.987922705314,66.5990338164251,3.7208066494969,0.190821256038647,1,0.25,50,1,0,0.828,3200,200
3235,agent tracking,4,97.5,236.5,0.500999981915811,0,1,0.25,50,1,0,0.008,3200,200
3235,handler tracking,63,68.8888888888889,150.793650793651,6.39782517008476,0.26984126984127,1,0.25,50,1,0,0.126,3200,200
3235,non-handler tracking,19,69.4736842105263,340.157894736842,6.31678921951741,0.210526315789474,1,0.25,50,1,0,0.038,3200,200
3240,agent avoiding,409,82.8630806845966,59.9975550122249,3.55845710653089,0.202933985330073,1,0.25,50,1,0,0.818,3200,200
3240,handler tracking,57,69,127.824561403509,6.45714008362082,0.263157894736842,1,0.25,50,1,0,0.114,3200,200
3240,non-handler tracking,34,44.8823529411765,600.941176470588,11.2657054732828,0.117647058823529,1,0.25,50,1,0,0.068,3200,200
3245,non-handler tracking,33,56.3030303030303,797.242424242424,8.94039360116321,0.636363636363636,1,0.25,50,1,0,0.066,3200,200
3245,agent avoiding,380,81.0736842105263,74.8342105263158,3.90889461585443,0.181578947368421,1,0.25,50,1,0,0.76,3200,200
3245,handler tracking,87,68.8275862068966,196.402298850575,6.3918043368405,0.28735632183908,1,0.25,50,1,0,0.174,3200,200
